_id,title,slug,description,status,publishedTo,format,teams,enablementCategory,coeType,products,audiences,contentType,competitor,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,featured,displayPriority,priority,customer,isBlindCustomer,kpiCategory,productTags,channelTag,approvedForExternal,contentHubCollections,enablementHubCollections,coeHubCollections,curatedHubCollections,publishDate,presenter,duration
zPpXcTUh96XUWEn8UJhX8a,Customer Presentation Best Practice,customer-presentation-best-practice,Customer presentation tips,published,enablement,,,,,,,Deck,,,,,,,,,50,,,,,,,,,,,2025-02-21,,
mXsDyLN04EKCrxVbcO2NPP,Customer Presentation Best Practices,customer-presentation-best-practices,"This document outlines a comprehensive set of best practices for creating and delivering effective customer presentations, emphasizing that slides should enhance, not replace, communication and be ...",published,coe,,sales|customer-success,,meeting-asset,,,,,https://docs.google.com/document/d/1iSyUqK4DJ20SntBW9sgy7pQrHY2RGDbArf6Aqyiy6TY/edit?tab=t.g3xbr9tk8abx#heading=h.dnz75twoxhkz,,,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
zPpXcTUh96XUWEn8UKB185,Daily Optimization: Customer Success Patterns,daily-optimization-customer-success-patterns,"This guide reveals that consistent daily optimization—not technology, integrations, or budget—is the single most important predictor of Sidekick success, with frameworks for replicating top perform...",published,coe,,customer-success,,internal-best-practice,,,,,https://docs.google.com/document/d/1aQPaIBAK4Hjw7LK1U_2m8vYKjnIiatT3urUnmUMh10s/edit?tab=t.t4y35o22uw75,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
dealdesk-ssot,Deal Desk Operations (SSOT),deal-desk-operations-ssot,Single source of truth for deal desk operations,published,content,document,sales,,,,,,,https://docs.google.com/document/d/1QSvu3dq3JFGTix066tZi-UVVpVRN1n5JpnRavFfCMmQ/edit,,,,,FALSE,,50,,,,,,,Uncategorized,,,,2025-11-01,,
D3QeIwvujt0EeHckarozAK,Deal Desk SSOT,deal-desk-ssot,"The ""Deal Desk Operations (SSOT)"" document serves as the single source of truth for all sales and customer success personnel on the structure, responsibilities, and processes of the Gladly Deal Des...",published,enablement,on-demand,sales|customer-success|implementation,product,,,,,,https://docs.google.com/document/d/1QSvu3dq3JFGTix066tZi-UVVpVRN1n5JpnRavFfCMmQ/edit?tab=t.kvo8s2ytjhp7#heading=h.1l4t046pu02f,https://docs.google.com/document/d/1QSvu3dq3JFGTix066tZi-UVVpVRN1n5JpnRavFfCMmQ/edit?tab=t.kvo8s2ytjhp7#heading=h.1l4t046pu02f,,,,FALSE,,50,,,,,,,,Sales|Customer Success|Solutions Consultant,,,,,
zPpXcTUh96XUWEn8UJhRia,DealHub Certification,dealhub-certification,"This self-led program equips you to confidently create and manage quotes in DealHub by learning how it integrates with Salesforce, automates data sync, and streamlines the quote-to-contract process.",published,enablement,course,sales,internal-ops,,,,Training,,https://classroom.google.com/w/NzM1NTM3MjkxNzQx/tc/NzY1MTYxNDE2NTEz,https://classroom.google.com/w/NzM1NTM3MjkxNzQx/tc/NzY1MTYxNDE2NTEz,,,,FALSE,,50,,,,,,,,Sales,,,,,
dealhub-m1,DealHub Module 1: DealHub 101,dealhub-module-1-dealhub-101,DealHub certification module 1 - DealHub 101,published,enablement,course,sales,Internal Ops,,,,Training,,,https://drive.google.com/file/d/1r55AH8fD5ECdPrDF0O6vQuO1dywFbSe9/view,,,,FALSE,,70,,,,,,,,Sales,,,2025-11-01,,30
dealhub-m2,DealHub Module 2: Simple Quote Generation,dealhub-module-2-simple-quote-generation,DealHub certification module 2 - Simple Quote Generation,published,enablement,course,sales,Internal Ops,,,,Training,,,https://drive.google.com/file/d/1VBXMHfoBXvjQWyg5ZvjCAimaazLemOM_/view,,,,FALSE,,70,,,,,,,,Sales,,,2025-11-01,,30
dealhub-m3,DealHub Module 3: Advanced Quoting,dealhub-module-3-advanced-quoting,DealHub certification module 3 - Advanced Quoting,published,enablement,course,sales,Internal Ops,,,,Training,,,https://drive.google.com/file/d/1oVEM3Jjq7YMQHeW2HvEObjjfLYOt2lip/view,,,,FALSE,,70,,,,,,,,Sales,,,2025-11-01,,30
dealhub-m4,DealHub Module 4: Approvals & Dealtalk,dealhub-module-4-approvals-dealtalk,DealHub certification module 4 - Approvals & Dealtalk,published,enablement,course,sales,Internal Ops,,,,Training,,,https://drive.google.com/file/d/1nbHeiZr4OzJQN6aF1IWbwPG34jnyQvII/view,,,,FALSE,,70,,,,,,,,Sales,,,2025-11-01,,30
dealhub-m5,DealHub Module 5: Publishing & Execution,dealhub-module-5-publishing-execution,DealHub certification module 5 - Publishing & Execution,published,enablement,course,sales,Internal Ops,,,,Training,,,https://drive.google.com/file/d/1kEgBI_O8-rM8B4zgvilrQYajA9Chvv0v/view,,,,FALSE,,70,,,,,,,,Sales,,,2025-11-01,,30
mXsDyLN04EKCrxVbcO2JbG,Decagon Batttlecard,decagon-batttlecard,"This document is a competitive battle card comparing the AI agent platform Decagon with Gladly, positioning Gladly as the preferred solution.",published,coe,,sales|customer-success,,internal-best-practice,,,,,https://drive.google.com/file/d/1-KbCuHpkUuCiJmSZkYO9imBki3sa50IZ/view?usp=drive_link,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
D3QeIwvujt0EeHckaroydo,Deck Template,deck-template,"This presentation, titled ""STMP: Gladly Standalone,"" is a sales and marketing deck introducing the Sidekick AI agent for customer experience, specifically the standalone offering.",published,content,,sales,,,,,Template,,https://docs.google.com/presentation/d/13zg3jeg-RM2d8IY04dsXC4gxZfveHg6fYIVMOTueCTc/edit?slide=id.g3533f3539b1_0_332#slide=id.g3533f3539b1_0_332,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
deck-initial-convo,Deck for Initial Conversation,deck-for-initial-conversation,Initial sales conversation deck,published,content,template,sales,,,Sidekick,,Deck,,https://docs.google.com/presentation/d/1Tc8wCa4b9Z7twKWEzALmw4fZXzMDmVjUDCXKOijQIoU/edit,,,,,FALSE,,50,,,,,,,Templates,,,,2025-10-25,,
zPpXcTUh96XUWEn8UJhRHa,Demo Enablement: Mapping to Gladly Narrative,demo-enablement-mapping-to-gladly-narrative,"This document is a ""Discovery and Scoping Worksheet"" designed to provide Solutions Consultants (SCs) with comprehensive scoping and discovery questions, organized by category.",published,enablement|content,on-demand,sales|customer-success|solutions-consultant|implementation,gtm-strategy,,,,Demo,,,https://docs.google.com/document/d/1giuqDNNjtd_ziX4zDraftQtgVBFdoPN7yFP6M7hwkQs/edit?tab=t.496d7ppa3z8w#heading=h.y191vu3qqtk1,,,,FALSE,,50,,,,,,,Meeting Decks,Sales|Customer Success|Solutions Consultant,,,,,
zPpXcTUh96XUWEn8UJhRNa,Demo Monkey Training,demo-monkey-training,"This video is a training session on how to use the Demo Monkey Chrome extension to customize the look and text of a demonstration environment and a prospect's website, such as changing generic reta...",published,enablement|content,on-demand,customer-success|solutions-consultant,product,,,,Demo,,,https://drive.google.com/file/d/1k69fFByM3yZ-4XZm6b6u0me53ZO44Qdr/view,,,,FALSE,,50,,,,,,,Meeting Decks,Customer Success|Solutions Consultant,,,,,
mXsDyLN04EKCrxVbcNNcAG,Demoing Gladly Set Up Instructions,demoing-gladly-set-up-instructions,"This document is the comprehensive ""go-to guide"" for setting up and conducting a product demonstration of Gladly, an AI-powered customer service platform.",published,content,tool,customer-success|solutions-consultant,internal-ops,,,,Demo,,https://docs.google.com/document/d/1_ghQAlKgoWlT6vJeZ93hOkP4x6Eg5ft3alxyebSrs5s/edit?tab=t.8he7fz6pw1bq#heading=h.mr16ie5z3f3u,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
zPpXcTUh96XUWEn8UJhRt5,Discovery,discovery,"This self-led program equips you to excel in first meetings by showcasing Gladly’s value, customizing the deck, building rapport, and conducting discovery.",published,enablement,course,sales|customer-success,value-realization,,,,,,https://docs.google.com/document/d/1PALIKygFK0qpJUDz0TIiXPyy-xWn4oRZ9G6zezCyfYs/edit?tab=t.0,https://docs.google.com/document/d/1PALIKygFK0qpJUDz0TIiXPyy-xWn4oRZ9G6zezCyfYs/edit?tab=t.0,,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
mXsDyLN04EKCrxVbcNTjBd,Dixa Battlecard,dixa-battlecard,"This document is a ""Dixa Battle Card"" for Gladly, designed to equip sales teams with information for competing against Dixa.",published,content,,sales,,,,,,,https://docs.google.com/document/d/1_x1GZjDmha5lDn-Fn2a0tkeAV10NdVeN0nP147KX3lk/edit?usp=drive_link,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
zPpXcTUh96XUWEn8UJhUla,ENT/MM: Early Stage Execution S1→S3,entmm-early-stage-execution-s1s3,Enterprise early stage execution training,published,enablement,,,,,,,,,,,,,,,,50,,,,,,,,,,,2025-12-04,,
zPpXcTUh96XUWEn8UJlll5,Email Follow Up Template,email-follow-up-template,"This document, titled **Sidekick Email Follow-Up Template & Outreach Guidelines**, provides a structured approach for Account Managers (AMs), Account Executives (AEs), and Customer Success Managers...",published,content,,customer-success,,,,,,,https://docs.google.com/document/d/1f2FfOZ2NcfxbAZKKiKU2lf0MHmqDoTSOmPywWeZ2LKw/edit?tab=t.0#heading=h.kunqxs6coql,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
zPpXcTUh96XUWEn8UJhMya,Email Generic One Pager,email-generic-one-pager,"This document, titled **Sidekick Email Follow-Up Template & Outreach Guidelines**, provides a structured approach for Account Managers (AMs), Account Executives (AEs), and Customer Success Managers...",published,content,,customer-success,,,,,One Pager,,https://drive.google.com/file/d/1QqgQC4Guc2cbxU1gv335XLUcpNkvbHvI/view,,,,,FALSE,,50,,,,,,,Meeting Decks,,,,,,
mXsDyLN04EKCrxVbcO2KlT,Email How It Works One Pager,email-how-it-works-one-pager,"This document, ""Sidekick for Email – how to (1).pdf,"" serves as a guide detailing the setup, functionality, and best practices for using Gladly Customer AI's Sidekick for Email.",published,coe,,sales|customer-success,,process-innovation,,,,,https://drive.google.com/file/d/13dnD1-PPkfsJKIf13gQfwyNSijF6jBc5/view,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
D3QeIwvujt0EeHckasTTWq,Enablement: 6Sense Best Practices,enablement-6sense-best-practices,"The ""EH: 2/21/25 6Sense Best Practice"" folder contains sales enablement resources, primarily focusing on how to effectively use the 6sense intent data platform for prospecting.",published,coe,,sales,,tool,,,,,https://drive.google.com/drive/folders/1Ijg7x0_rdWhvLhoGVoMvicZ4QF8V2xhr,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
D3QeIwvujt0EeHckarrQ8u,Enablement: Answers on Voice Async Enablement,enablement-answers-on-voice-async-enablement,Training on implementing Answers on Voice for async customer support.,published,enablement,on-demand,sales|customer-success,internal-ops,,,,,,,https://classroom.google.com/w/NzM1NTM3MjkxNzQx/tc/Nzg2ODk1Njg4NzI3,,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
zPpXcTUh96XUWEn8UJldp5,Enablement: App Platform + Loop Returns,enablement-app-platform-loop-returns,"This folder contains the recording, slides, and notes from the December 19, 2024, Enablement Hour session, which focused on two key topics: the Gladly App Platform and a partner spotlight on Loop R...",published,enablement,live-replay,sales,partner,,,,,,,https://drive.google.com/drive/folders/1S1hZ31LvK2E6ob6hcYiOWW9yyTkmY3Mn?usp=drive_link,,,,FALSE,,50,,,,,,,,Sales,,,,,
D3QeIwvujt0EeHckarrQWH,Enablement: April GTM All Hands,enablement-april-gtm-all-hands,"This folder contains the notes, transcript, and presentation slides from the April 3, 2025, Go-To-Market (GTM) All Hands meeting, which serves as a monthly team huddle to sync up on key updates.",published,enablement,on-demand,sales|customer-success,gtm-strategy,,,,,,,https://drive.google.com/drive/folders/1X_H3AosVMm1UDoPJAnr_iNQTbVLWfjzk,,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
D3QeIwvujt0EeHckas8MHN,Enablement: BVA + Calculator Refresh,enablement-bva-calculator-refresh,"The EH: 3/27/25 BVA + Calculator Refresh folder contains enablement materials, including meeting notes and a presentation, primarily focused on the rollout of Sidekick on Voice and the refreshed Bu...",published,coe,live-replay,sales|customer-success,value-realization,meeting-asset,,,,,https://drive.google.com/drive/folders/1IT1H1wQDGpdMGp0R4oNpqQwPJ2bU9-DT,https://drive.google.com/file/d/1rpOKnh9r-OhvoXlUNpojpL0XlZl8pzeH/view?usp=drive_link,https://docs.google.com/presentation/d/1Oi9jC2MILX1wbOiOoU0HhnCXprtdXuG0x3kY9-wGJWc/edit?usp=drive_link,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
zPpXcTUh96XUWEn8UKAzPa,Enablement: BVA SLA + Live Demo Walkthrough,enablement-bva-sla-live-demo-walkthrough,This folder contains resources from an Enablement Hour session focused on two key sales topics: a new Business Value Assessment (BVA) process and the training materials for a 15-Minute Demo Certifi...,published,coe,live-replay,sales,value-realization,meeting-asset,,,,,https://drive.google.com/drive/folders/1ln1XqawDwxRGg9o1AvjVKfTemyKNc_hb?usp=drive_link,https://drive.google.com/file/d/1Itkk6F2_Xyo697xny_TN99yQM4NscpdV/view?usp=drive_link,https://docs.google.com/presentation/d/1Xrvj5G2QH9Cz85c4F8nJKKtex4YL7MBdyUf5K4kxaFM/edit?usp=drive_link,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
mXsDyLN04EKCrxVbcOheVa,Enablement: CS - SK ROI Calculator,enablement-cs-sk-roi-calculator,"The folder, titled ""EH: 2/20/25 AI Pricing"", contains sales enablement materials, including the official Desk Reference, meeting transcripts, and presentation slides detailing Gladly's updated AI p...",published,coe,,sales|customer-success,,meeting-asset,,,,,https://drive.google.com/drive/folders/1ac3fuUAoOJshUU7u2BQplnC8cwKvpZlt,,,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
zPpXcTUh96XUWEn8UKffa5,Enablement: Customer Presentation Best Practice,enablement-customer-presentation-best-practice,"The ""EH: 2/21/25 Customer Presentation Best Practice"" folder contains guides detailing best practices for creating and delivering effective customer presentations, primarily for Gladly employees.",published,coe,,sales|customer-success,,meeting-asset,,,,,https://drive.google.com/drive/folders/1ySaiMs9Eg1aHCQLLHdiMeFHXM-hfjFmC,,,,,FALSE,,50,,,,,,,,,Meeting Examples,,,,
zPpXcTUh96XUWEn8UJlb8a,Enablement: Field Demo Certification Intro,enablement-field-demo-certification-intro,"The folder contains a presentation, meeting notes, and a recording related to the Field Demo Certification program, which is designed to train Account Executives, Account Managers, and Solutions Co...",published,enablement,live-replay,customer-success|solutions-consultant,partner,,,,,,https://drive.google.com/drive/folders/1fprUSo0UDj0cee4BI85oPwrI8CKWlgbP,https://drive.google.com/drive/folders/1fprUSo0UDj0cee4BI85oPwrI8CKWlgbP,https://docs.google.com/presentation/d/1buZ9LWl8__ax0UAkT2vAcoQQFhvy17GJn1CJ53XpUWs/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Customer Success|Solutions Consultant,,,,,
D3QeIwvujt0EeHckarrPF1,Enablement: Flip Competitive + SK Voice Roadmap,enablement-flip-competitive-sk-voice-roadmap,"The folder ""EH 9/4/25: Flip Competitive + SK Voice Roadmap"" contains materials primarily focused on positioning Gladly's Sidekick Voice product against its competitor, Flip.",published,enablement,on-demand,sales,competitive,,,,,,https://drive.google.com/drive/folders/1HpX_xLFPJVlACOUl3IM9v5rB589JMFli?usp=drive_link,https://drive.google.com/drive/folders/1HpX_xLFPJVlACOUl3IM9v5rB589JMFli?usp=drive_link,https://docs.google.com/presentation/d/1HXtnTEDy1whNxU0OC3CZXs4R85amvqR7cyh9wBe6Jdk/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales,,,,,
zPpXcTUh96XUWEn8UJlZva,Enablement: Gladly Sales Process: S0 -> S1,enablement-gladly-sales-process-s0-s1,"This selection of documents and sheets focuses on sales and Go-to-Market (GTM) strategy for Gladly, encompassing a GTM hub, competitor battlecards, and detailed sales process documentation.",published,enablement,playbook,sales,competitive,,,,,,https://drive.google.com/drive/folders/1xbjiuteJWWVkT8K2GvNNLriS0R3urzrS?usp=drive_link,https://drive.google.com/drive/folders/1xbjiuteJWWVkT8K2GvNNLriS0R3urzrS?usp=drive_link,,https://drive.google.com/open?id=12cguOcd765pS6K8mkaxHWpEVsaXAcZm4,,FALSE,,50,,,,,,,,Sales,,,,,
mXsDyLN04EKCrxVbcOhedO,Enablement: Guides and Journeys,enablement-guides-and-journeys,"This folder contains documents and recordings primarily focused on the rollout and details of ""Guides"" and ""Journeys,"" two key components for optimizing Gladly's Sidekick AI.",published,coe,,implementation,,process-innovation,,,,,https://drive.google.com/drive/folders/1-kn6fk6oeoTH3UEFqI9QB7VXYUe31cjr?usp=drive_link,,,,,FALSE,,50,,,,,,,,,Best Practices,,,,
mXsDyLN04EKCrxVbcNTS20,Enablement: Journey For Answers Technical AMA + White Glove Service,enablement-journey-for-answers-technical-ama-white-glove-service,"The ""EH: 4/24/25 White Glove Play + Journeys Technical AMA"" folder contains materials from a Gladly Enablement Hour session held on April 24, 2025, which introduced two key company initiatives.",published,enablement,on-demand,sales|solutions-consultant|implementation,technical,,,,,,,https://drive.google.com/drive/folders/13o-69Hd3c17N0f1-t46RIxTORB5fIlMf,,,,FALSE,,50,,,,,,,,Sales|Solutions Consultant,,,,,
D3QeIwvujt0EeHckarrPhT,Enablement: July All Hands,enablement-july-all-hands,"The GTM AH: 7/3/25 July folder contains five shortcuts to files, including the notes, slides, and recording from the July 3, 2025, Go-to-Market All Hands meeting.",published,enablement,live-replay,sales,gtm-strategy,,,,,,https://drive.google.com/drive/folders/1HXrK9pAtoMhPLr41atfGzmOSD9aplgpV,https://drive.google.com/drive/folders/1HXrK9pAtoMhPLr41atfGzmOSD9aplgpV,https://docs.google.com/presentation/d/1g-7G3sZ9fUrqa77SeOgqG3h-JCZlSiLWpa48YiNlCG0/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales,,,,,
mXsDyLN04EKCrxVbcNTRUp,Enablement: June GTM All Hands,enablement-june-gtm-all-hands,"This folder contains the meeting notes and presentation deck from the June 5, 2025, Go-To-Market (GTM) All Hands session.",published,enablement,course,sales,competitive,,,,,,https://drive.google.com/drive/folders/1rn3LiHevDt4ycc6IpJyoo3W3vSOeZ6qa,https://drive.google.com/drive/folders/1rn3LiHevDt4ycc6IpJyoo3W3vSOeZ6qa,,,,FALSE,,50,,,,,,,,Sales,,,,,
D3QeIwvujt0EeHckarrOcP,Enablement: MM/ENT Closing Excellence S4 -> Close,enablement-mm-ent-closing-excellence-s4-close,"This folder contains the training content for the final phases of the Enterprise and Mid-Market sales process, covering Stage 4 (Finalist) through Stage 5 (Contracting) to Closed Won.",published,enablement,live-replay,sales|customer-success,product,,,,,,https://drive.google.com/drive/folders/1OFJnIPA3kgjAbtk5bcc9HRKWfC02j0qu,https://drive.google.com/drive/folders/1OFJnIPA3kgjAbtk5bcc9HRKWfC02j0qu,https://docs.google.com/presentation/d/1y9wfh0j-mo1yTs8tk5VeGahQoz6L6bHUHn_7MBgTWY4/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
mXsDyLN04EKCrxVbcNTRBJ,Enablement: SK for email + App Platform,enablement-sk-for-email-app-platform,"EH 6/18/25: SK for Email + App Platform, contains the notes and presentation slides from a June 18, 2025, enablement session for the sales and go-to-market teams.",published,enablement,on-demand,sales,value-realization,,,,,,https://drive.google.com/drive/folders/1u8rrVzUyw3uhc7Ih5U8wodF_HI7mDXu8?usp=drive_link,https://drive.google.com/drive/folders/1u8rrVzUyw3uhc7Ih5U8wodF_HI7mDXu8?usp=drive_link,https://docs.google.com/presentation/d/1FUfKSclUPZYBry9UzsrymzadxiNpF9kglqqGBg6G9NE/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales,,,,,
zPpXcTUh96XUWEn8UJlZaa,Enablement: SMB Sales Process Traning,enablement-smb-sales-process-traning,"This folder is a training and reference resource for the Small-to-Medium Business (SMB) team on their new, simplified sales process.",published,enablement,on-demand,sales,gtm-strategy,,,,,,,https://drive.google.com/drive/folders/1OfgqX2HaLKpcgZAI-912TToKg1HrvmkY,,,,FALSE,,50,,,,,,,,Sales,,,,,
D3QeIwvujt0EeHckarrPJ5,Enablement: Sales Activity Expectations & SK Voice AMA,enablement-sales-activity-expectations-sk-voice-ama,"contains materials from an enablement session titled ""Sales Activity Expectations & SK Voice AMA"" from August 21, 2025.",published,enablement,on-demand,sales,competitive,,,,,,https://drive.google.com/drive/folders/1E2AScNwdHcEPceLLijcPVbMV3ur4CoV9,https://drive.google.com/drive/folders/1E2AScNwdHcEPceLLijcPVbMV3ur4CoV9,https://docs.google.com/presentation/d/1C7ls6XPBfs19yxElkhcaLUuDlKb1jP5dRLERcHeIETo/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales,,,,,
zPpXcTUh96XUWEn8UJlbz5,Enablement: Sales All Hands - Sidekick Standalone,enablement-sales-all-hands-sidekick-standalone,"This document is a Google Slides presentation for a Sales All Hands meeting held on June 6, 2025, focused on the launch and go-to-market strategy for the Sidekick Standalone product.",published,enablement,on-demand,sales,gtm-strategy,,,,,,,https://docs.google.com/presentation/d/14UUKmbBjbszjve29d4Kuic2DEvmOlVcourgjEdnzWmc/edit?slide=id.p#slide=id.p,,,,FALSE,,50,,,,,,,,Sales,,,,,
D3QeIwvujt0EeHckarrPtf,Enablement: Selling High + FM Deck,enablement-selling-high-fm-deck,"This presentation serves as sales enablement material, covering both the content for the refreshed ""First Meeting Deck"" and strategies for ""Selling High"" to executive-level contacts.",published,enablement,on-demand,sales,gtm-strategy,,,,,,https://docs.google.com/presentation/d/11LraGLfKuVWTg2IpB302i4W3XhA6rbsoW799J5HSvYY/edit?slide=id.g36081577ae8_0_0#slide=id.g36081577ae8_0_0,https://docs.google.com/presentation/d/11LraGLfKuVWTg2IpB302i4W3XhA6rbsoW799J5HSvYY/edit?slide=id.g36081577ae8_0_0#slide=id.g36081577ae8_0_0,,,,FALSE,,50,,,,,,,,Sales,,,,,
zPpXcTUh96XUWEn8UJlcE5,Enablement: Sidekick Standalone + Sidekick Sales,enablement-sidekick-standalone-sidekick-sales,"The folder contains foundational enablement documents, including a presentation and notes, from the May 2, 2025 session on the new Sidekick for Zendesk (Standalone) and Sidekick Sales products, det...",published,enablement,on-demand,sales,value-realization,,,,,,https://drive.google.com/drive/folders/1MGcyQeRUqXHwbwvN8o0pRDf2x3haT4ww,https://drive.google.com/drive/folders/1MGcyQeRUqXHwbwvN8o0pRDf2x3haT4ww,https://docs.google.com/presentation/d/15fpA_czMaAo2ups-1qVy7W0LnrP9H42bOpWjPehTHTQ/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales,,,,,
zPpXcTUh96XUWEn8UJlaba,Enablement: Sidekick Standalone Land Grab,enablement-sidekick-standalone-land-grab,"The ""EH 8/28/25: Sidekick Standalone Land Grab"" folder contains a video recording, a presentation, and meeting notes from an Enablement Hour session on August 28, 2025.",published,enablement,live-replay,sales,gtm-strategy,,,,,,https://drive.google.com/drive/folders/1iHvQKRgV62igGJOs78hiLFqWeJ7pQADb?usp=drive_link,https://drive.google.com/drive/folders/1iHvQKRgV62igGJOs78hiLFqWeJ7pQADb?usp=drive_link,https://docs.google.com/presentation/d/1Ctru88ANHQcZAaikZWBLoMWmEfKOhpyWX5wpwdABe7M/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales,,,,,
D3QeIwvujt0EeHckarrQCy,Enablement: Sidekick Standalone Tactical Enablement,enablement-sidekick-standalone-tactical-enablement,"The ""EH: 5/9/25 Sidekick Standalone Qualification, Discovery, Objection Handling"" folder contains comprehensive enablement materials for the launch of the new Sidekick Standalone product, including...",published,enablement,on-demand,sales|implementation,competitive,,,,,,https://drive.google.com/drive/folders/1t5F7F5nUg9aEewVTgKXoynn7IC3goro2,https://drive.google.com/drive/folders/1t5F7F5nUg9aEewVTgKXoynn7IC3goro2,https://docs.google.com/presentation/d/1VFuGWxVBvCQi3zoS4jXFMAP__4X8H0h7xfWibJE63pU/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales|Solutions Consultant,,,,,
zPpXcTUh96XUWEn8UJlcW5,Enablement: Sidekick for Voice,enablement-sidekick-for-voice,"This presentation, titled ""Sidekick Voice: Internal Onboarding,"" outlines the strategy and process for transitioning the Sidekick Voice feature from its pilot phase to a Customer Success-led limite...",published,enablement,playbook,customer-success|implementation,technical,,,,,,,https://docs.google.com/presentation/d/1T3raSldD5U_265lSCRzW1WfI13nDLkMXnbuck15Pc_I/edit?slide=id.g32a80672d40_0_115#slide=id.g32a80672d40_0_115,,,,FALSE,,50,,,,,,,,Customer Success|Solutions Consultant,,,,,
zPpXcTUh96XUWEn8UJlbEa,Enablement: Sidekick for Zendesk,enablement-sidekick-for-zendesk,"The ""EH 6/26/25: Sidekick for Zendesk"" folder contains three files from the Enablement Hour on that date, which are focused on launching and selling the Sidekick Standalone for Zendesk offering.",published,enablement,course,sales|solutions-consultant,technical,,,,,,https://drive.google.com/drive/folders/1IFwYsGN6lGSNfrY_djYE9Ad8laPVAQZv,https://drive.google.com/drive/folders/1IFwYsGN6lGSNfrY_djYE9Ad8laPVAQZv,https://docs.google.com/presentation/d/1RoihfdJF9aNpjUKeHykB14Oh-GndfYo5h8IArUHMGVw/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales|Solutions Consultant,,,,,
D3QeIwvujt0EeHckarrPQC,Enablement: SimpleSat Partnership Enablement,enablement-simplesat-partnership-enablement,"Partnership 8/13/15: SimpleSat folder, which contains four files including a training plan, presentation, and meeting notes.",published,enablement,on-demand,sales|customer-success,partner,,,,,,https://drive.google.com/drive/folders/1nzLYQOMUioW4tN6N9qb2KuCxKyjxp6G0,https://drive.google.com/drive/folders/1nzLYQOMUioW4tN6N9qb2KuCxKyjxp6G0,https://docs.google.com/presentation/d/1URp5rSKYxIoFn9XrjENO9rRpcQzPB4d9/edit?usp=drive_link&ouid=101563278745976180185&rtpof=true&sd=true,,,FALSE,,50,,,,,,,,Sales|Customer Success,,,,,
D3QeIwvujt0EeHckarrOxk,"Enablement: Social Comments, Product Enhancement Requests, + Competitive Partner Support",enablement-social-comments-product-enhancement-requests-competitive-partner-support,"This folder contains the presentation and notes from an Enablement Hour session held on November 13, 2025, which details three key business updates.",published,enablement,on-demand,sales,competitive,,,,,,https://drive.google.com/drive/folders/1OlOt1WdDLyFpOfX_eBkYLbGpOWkexTq0,https://drive.google.com/drive/folders/1OlOt1WdDLyFpOfX_eBkYLbGpOWkexTq0,https://docs.google.com/presentation/d/1hvLu8XdxbCTzraq9wmOyLD7dPuEFyBgP70RW1gG5Qwk/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales,,,,,
zPpXcTUh96XUWEn8UJlaL5,Enablement: Technical Buyer (CIO/CTO),enablement-technical-buyer-cio-cto,"The folder contains materials from the ""EH 10/16/25: Technical Buyer Enablement"" session, which addresses the urgent need for the sales team to proactively engage with CIO and CTO personas at key a...",published,enablement,on-demand,sales,competitive,,,,,,https://drive.google.com/drive/folders/1nbfFUgTi095VsfX3AmmzmuaSYzQocC_6,https://drive.google.com/drive/folders/1nbfFUgTi095VsfX3AmmzmuaSYzQocC_6,https://docs.google.com/presentation/d/1NXc2GmnFDOmtePM-c9G0GrSlY5Fb0VXZHWZKrOF0MuY/edit?usp=drive_link,,,FALSE,,50,,,,,,,,Sales,,,,,
